评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/6630955598,你看南风吹_我等故人归,男,青海,42,48,4,刚来广州工作一周,0,2021-05-22 10:16
https://weibo.cn//u/1757202425,Gallop00,男,广东,452,189,124,回复@luuk1415:欢迎来广州住下再说话,0,2021-05-22 10:13
https://weibo.cn//u/3238043094,俺啥也不晓得,女,其他,8,32,8,回复@山谷幽兰V:带什么节奏？你来过广州？,0,2021-05-22 09:34
https://weibo.cn//u/7503744044,MYLOVE娴1990,男,广东,96,45,2,75岁的阿姨是如何感染上的？,0,2021-05-22 08:58
https://weibo.cn//u/2701774352,Blank_lattice_,男,上海,30,150,210,回复 ,0,2021-05-22 08:37
https://weibo.cn//u/7258347893,不被三不爱的孩子,女,广东,1,100,16,在广州的我，会在最近减少出门，戴口罩，少添乱,0,2021-05-22 08:26
https://weibo.cn//u/5305163208,修路灯的小P阿,男,辽宁,55,208,258,回复@芝姐gigi:冷链搬运工可能性比较大,0,2021-05-22 08:04
https://weibo.cn//u/6096211410,张林0816,女,陕西,268,135,122,回复@誮語缄默:我也想知道,0,2021-05-22 06:27
https://weibo.cn//xinxiangwangbinbin,新乡王彬彬,男,河南,1911,136,368,近期各地散发病例不断出现，请大家尽快接种新冠疫苗，做到应接尽接！,0,2021-05-22 05:47
https://weibo.cn//luckystbb,筱呍,女,广东,1557,942,235,回复@山谷幽兰V:张口就来！你在别的评论里说我们阿三多，现在又说黑人多，不如说广州是联合国聚居地好了,2,2021-05-22 04:09
https://weibo.cn//u/2447811322,AE-WilliamZ,男,海外,58,170,181,深圳广州都有确诊，这下国内疫苗接种又要提速了,0,2021-05-22 03:50
https://weibo.cn//u/6323724190,Messi永远的神_,男,广东,0,26,5,回复@Sharonfei:总有一些东北人喜欢挑拨离间 服了,1,2021-05-22 03:14
https://weibo.cn//u/6323724190,Messi永远的神_,男,广东,0,26,5,回复@山谷幽兰V:举报她就行了 都是些北方人来的,0,2021-05-22 03:00
https://weibo.cn//u/2742702281,流浪的胡子大叔,男,广东,417,103,145,刚来广州一个月,0,2021-05-22 00:49
https://weibo.cn//u/6128983987,关关的阮阮Yeah,女,河北,9005,70,2848,一定要做好防护,0,2021-05-22 00:11
https://weibo.cn//u/2403513583,神罗地爆0,男,广东,34591,1569,273,转发微博,0,2021-05-22 00:08
https://weibo.cn//carenlo,人間六月芳菲,男,其他,8,548,328,祝阿婆早日康復,0,2021-05-21 23:31
https://weibo.cn//daixie315,皮卡丘瘦了,女,广东,1306,119,2357,陈家祠,0,2021-05-21 23:05
https://weibo.cn//f00235,大漠胡杨丶,男,河北,5757,330,1733,怎么来的呢？有可能从那个地方，感染的的。,1,2021-05-21 23:03
https://weibo.cn//u/6106793028,ekko1112,男,其他,0,136,5,回复@他们说我很平庸-:羡慕,0,2021-05-21 23:00
https://weibo.cn//u/3028496221,柒栀草Catherine,女,浙江,307,172,2285,做好防护兄弟姐妹们,0,2021-05-21 22:19
https://weibo.cn//jjwmz,波菜毛子,女,内蒙古,2752,70,733,戴口罩，勤洗手，积极打疫苗，做好防范！,0,2021-05-21 22:10
https://weibo.cn//u/3985738191,只有我没有mao,女,辽宁,204,87,59,回复@吞食天下的食货:勿cue辽宁好么，她地域黑，你也没比她好,0,2021-05-21 22:09
https://weibo.cn//u/5433117136,奶茶不加糖-养乐多呀,女,广西,399,83,130,真的希望平安，所有人都平平安安的,0,2021-05-21 22:08
https://weibo.cn//u/6979075989,爱格in,男,山东,139,20,1,     举报             赞[0]         回复             05月21日 21:59 来自网页,0,2021-05-21 21:59
https://weibo.cn//271299553,囯宝,男,天津,4243,592,2692,怎么又来了。。。,0,2021-05-21 21:58
https://weibo.cn//u/1784813774,Qwf_,男,广东,2736,1622,424,真的很疑惑她怎么染上的，要是孙子去了辽宁，那么有可能孙子传染，安徽也是从辽宁传染上,1,2021-05-21 21:49
https://weibo.cn//u/3490869964,大壮567362339,男,其他,1312,4424,185,😁,0,2021-05-21 21:47
https://weibo.cn//u/7194417568,热情的兔子0202,女,广东,436,77,23,回复@来自田野里的小动物:不知道，官方没公布,0,2021-05-21 21:25
https://weibo.cn//u/6582178915,爱吃巧克力的嫣嫣,女,上海,2313,399,131,戴好口罩 注意安全别松懈,0,2021-05-21 21:22
https://weibo.cn//u/1779934101,sall5566,女,其他,64,79,105,病毒已经不怕高温了,1,2021-05-21 21:18
https://weibo.cn//u/7605395145,JASMINE_阿朦,女,广东,34,14,6,前几天疫苗充足，不用预约都可以去打了。一看新闻，怕的赶紧去打，现在预约号都没了,1,2021-05-21 21:16
https://weibo.cn//gztielu,广州铁路,男,广东,34004,1763,1985933, ,0,2021-05-21 21:08
https://weibo.cn//u/7519677934,大圣是最棒的,女,其他,66,122,1,广州人撑广州！大家加油！不要怪婆婆一家，他们都是受害者！有些键盘侠嘴真臭！,0,2021-05-21 21:04
https://weibo.cn//u/7519677934,大圣是最棒的,女,其他,66,122,1,回复@山谷幽兰V:一句话暴露了无知,0,2021-05-21 21:02
https://weibo.cn//u/5717511824,福北生活日记,女,广东,1872,172,14551,遛弯回来路上~就两个人带了口罩（上班地铁都是戴的）,1,2021-05-21 20:58
https://weibo.cn//u/5848453455,贾跃亭绿帽子,男,其他,711,85,53,这样,0,2021-05-21 20:58
https://weibo.cn//u/3501862550,WY20444,男,山东,3850,3350,222,。,0,2021-05-21 20:57
https://weibo.cn//u/7587493255,温柔向风N,女,内蒙古,15723,52,614,祝平安,0,2021-05-21 20:57
https://weibo.cn//u/7180928592,踏着脚下的路去找你,男,其他,162,78,40,大家快D去接种疫苗啦，安全第一,0,2021-05-21 20:53
https://weibo.cn//u/1999142852,展示ZY_158,女,广东,283,219,312,系,0,2021-05-21 20:50
https://weibo.cn//u/3735250741,我觉得就没有这个必要了吧,男,湖北,63,190,20,回复@山谷幽兰V:那叫广州人,1,2021-05-21 20:50
https://weibo.cn//u/5525657115,从期待到成真,女,湖南,18,30,13,！,0,2021-05-21 20:47
https://weibo.cn//u/7562235230,甜啊甜yu,男,北京,7995,22,1002,做好防护,0,2021-05-21 20:44
https://weibo.cn//u/1848830057,Voikukka君,女,广东,1409,330,287,回复@山谷幽兰V:你在广州？你了解广州？麻烦对自己讲的话负责ok？？龙津路哪来的黑人，全是本地人，真是搞笑？,9,2021-05-21 20:39
https://weibo.cn//u/6577449296,怒火攻心的蛮王,男,其他,1149,2021,7,，，，,0,2021-05-21 20:39
https://weibo.cn//u/3623697011,贝紫-,女,广东,2807,191,225,注意防护,0,2021-05-21 20:37
https://weibo.cn//u/3297539793,兔纸苗苗叫,女,其他,74,64,36448,回复@懿燊陈:病毒孝子，你怕查到你了就栽赃别人,0,2021-05-21 20:35
https://weibo.cn//u/3975780240,豚豚豚豚的小小豚,女,福建,1735,1510,108,     举报             赞[0]         回复             05月21日 20:33 来自网页,0,2021-05-21 20:33
https://weibo.cn//u/7186099413,小懒精爱自由,女,其他,47,108,1,广州加油！,0,2021-05-21 20:31
https://weibo.cn//lmtang,TongYing_,女,广东,2774,419,520,回复@紫火13:还在查呢，就是还没找到比较担心,1,2021-05-21 20:27
https://weibo.cn//u/1782441677,YIQIN4298,男,上海,5655,1862,178,做好防疫，千万别松懈！,0,2021-05-21 20:26
https://weibo.cn//u/6858032506,豆豆奶奶199005,女,四川,1523,2080,65,加油,0,2021-05-21 20:22
https://weibo.cn//u/6256289824,doudou将军,女,四川,1449,1921,27,加油,0,2021-05-21 20:22
https://weibo.cn//u/2605897644,hui慧子--,女,广东,37271,387,55291,回复@可爱熊宝宝s的妈:是哒，主要是一些家长群也传得沸沸扬扬，大家都很害怕，现在辟谣了，也算安心一些！希望尽早控制住，大家生活恢复正常🙏，大家还有要保持警惕，不能松懈，口罩要戴，勤洗手，免洗消毒液啥的都要用！🙏,1,2021-05-21 20:22
https://weibo.cn//u/7265968707,喜欢安陌,男,其他,33,216,12,回复@OHAME:有好多黑人 在中八万家对面,0,2021-05-21 20:17
https://weibo.cn//u/2612260977,乐翊亦,男,广东,134,145,30,😰,0,2021-05-21 20:15
https://weibo.cn//u/1939997880,藏地绿绒篙,女,广东,789,100,148,隔壁佛山人，有点慌,0,2021-05-21 20:15
https://weibo.cn//u/3905945400,被子里的冬瓜君,女,海外,40,29,6,回复@Blank_lattice_:一巴掌走你后门,0,2021-05-21 20:15
https://weibo.cn//oohp,可爱熊宝宝s的妈,女,广东,1602,866,553,回复@hui慧子--:卫健委初检密接全部阴性，次密接67个人，目前出结果的65个阴性。别信截图，不信谣不传谣,1,2021-05-21 20:13
https://weibo.cn//u/3381241664,羽枫_ltx,男,广东,21625,256,273,转发微博,0,2021-05-21 20:13
https://weibo.cn//beautifulvision,蓝雨曼,男,广东,922,142,3018,回复@·堕枫如雨·:猩猩,0,2021-05-21 20:12
https://weibo.cn//beautifulvision,蓝雨曼,男,广东,922,142,3018,回复@山谷幽兰V:清理广州黑猩猩,1,2021-05-21 20:12
https://weibo.cn//oohp,可爱熊宝宝s的妈,女,广东,1602,866,553,回复@·堕枫如雨·:卫健委初检家人全部阴性，目前还在做流调，不信谣，不传谣。,3,2021-05-21 20:12
https://weibo.cn//u/7295527781,吞食天下的食货,男,其他,5,81,849,回复@暖冬太冷:所以一次检验就能出来的话为什么要隔离21天？,0,2021-05-21 20:07
https://weibo.cn//u/7455492049,冲鸭大兔熊,女,湖南,712,57,2,广州人民做好防护🙏,0,2021-05-21 20:06
https://weibo.cn//u/3223925574,DreamLH0309,女,广东,4828,87,126,怎么来的害怕,0,2021-05-21 20:04
https://weibo.cn//u/3226993125,暖冬太冷,男,吉林,63,160,520,回复@吞食天下的食货:都说了密切接触者都是阴性，还在瞎编,0,2021-05-21 20:04
https://weibo.cn//u/6169519727,james无敌1984,男,广东,2896,3803,73,这,0,2021-05-21 20:03
https://weibo.cn//u/6169519727,james无敌1984,男,广东,2896,3803,73,z,0,2021-05-21 20:03
https://weibo.cn//u/7461713322,奶茶味的嗝,女,安徽,17,291,2,     举报             赞[0]         回复             05月21日 20:03 来自网页,0,2021-05-21 20:03
https://weibo.cn//u/6551875750,梦幻想与飞,女,北京,3088,4415,205,加油广州,0,2021-05-21 20:02
https://weibo.cn//u/7460278221,畅游201812,男,四川,1504,1997,3,     举报             赞[0]         回复             05月21日 20:02 来自网页,0,2021-05-21 20:02
https://weibo.cn//u/5243422136,王747973630,男,其他,2363,4451,466,黑人多,0,2021-05-21 20:02
https://weibo.cn//u/7345506958,萌球球酱,男,北京,36,36,241,只要中国不禁止黑人入境！这种事情不会完,0,2021-05-21 20:02
https://weibo.cn//u/7389634379,爱学习的小孩20,男,其他,143,55,2,。。。,0,2021-05-21 20:02
https://weibo.cn//u/5379444671,奇宝上,女,其他,2264,122,195,啊,0,2021-05-21 20:02
https://weibo.cn//u/6541545918,辣妈火狐,男,其他,412,687,13,     举报             赞[0]         回复             05月21日 20:01 来自网页,0,2021-05-21 20:01
https://weibo.cn//u/7210628351,隔壁村来的非主流,女,重庆,74,309,7,戴好口罩！,0,2021-05-21 20:01
